order_id,order_timestamp,pizza_id,pizza_size,quantity
4041,2015-03-09 18:33:34,20,S,1
4042,2015-03-09 18:37:43,17,L,1
4042,2015-03-09 18:37:43,5,L,1
4043,2015-03-09 18:37:57,8,M,1
4044,2015-03-09 18:59:49,20,S,1
4044,2015-03-09 18:59:49,19,S,1
4045,2015-03-09 19:07:54,23,M,1
4045,2015-03-09 19:07:54,7,L,1
4046,2015-03-09 19:19:40,17,L,1
4046,2015-03-09 19:19:40,1,S,1
4047,2015-03-09 19:41:26,30,M,1
4048,2015-03-09 19:42:52,32,S,1
4048,2015-03-09 19:42:52,2,M,1
4048,2015-03-09 19:42:52,1,L,1
4048,2015-03-09 19:42:52,9,L,1
4049,2015-03-09 20:22:42,32,S,1
4049,2015-03-09 20:22:42,22,L,1
4049,2015-03-09 20:22:42,27,S,1
4050,2015-03-09 20:23:00,3,L,1
4051,2015-03-09 20:28:51,8,L,1
4051,2015-03-09 20:28:51,20,S,1
4051,2015-03-09 20:28:51,18,M,1
4051,2015-03-09 20:28:51,6,L,1
4052,2015-03-09 20:51:47,2,M,1
4052,2015-03-09 20:51:47,3,L,1
4053,2015-03-09 21:23:40,4,M,1
4054,2015-03-09 21:39:28,21,L,1
4055,2015-03-09 21:58:39,24,M,1
4055,2015-03-09 21:58:39,18,S,1
4055,2015-03-09 21:58:39,13,L,1
4056,2015-03-10 11:25:36,2,M,1
4056,2015-03-10 11:25:36,1,S,1
4056,2015-03-10 11:25:36,7,M,1
4056,2015-03-10 11:25:36,6,S,1
4057,2015-03-10 11:28:54,8,L,1
4057,2015-03-10 11:28:54,1,M,2
4058,2015-03-10 11:36:03,2,M,1
4058,2015-03-10 11:36:03,22,M,1
4058,2015-03-10 11:36:03,6,S,1
4059,2015-03-10 12:06:00,19,M,1
4060,2015-03-10 12:25:20,30,L,1
4060,2015-03-10 12:25:20,12,M,1
4060,2015-03-10 12:25:20,16,L,1
4060,2015-03-10 12:25:20,13,M,1
4061,2015-03-10 12:27:06,17,L,2
4062,2015-03-10 12:29:59,22,L,1
4063,2015-03-10 12:34:52,1,L,1
4063,2015-03-10 12:34:52,12,L,1
4063,2015-03-10 12:34:52,18,M,1
4064,2015-03-10 12:39:50,19,S,1
4064,2015-03-10 12:39:50,3,L,1
4064,2015-03-10 12:39:50,1,L,1
4064,2015-03-10 12:39:50,4,L,1
4064,2015-03-10 12:39:50,18,M,1
4064,2015-03-10 12:39:50,18,S,1
4064,2015-03-10 12:39:50,27,L,1
4064,2015-03-10 12:39:50,21,L,1
4064,2015-03-10 12:39:50,15,M,1
4065,2015-03-10 12:47:09,13,L,1
4066,2015-03-10 12:50:46,20,S,1
4067,2015-03-10 12:53:35,28,S,1
4068,2015-03-10 12:56:40,20,S,1
4068,2015-03-10 12:56:40,30,M,1
4068,2015-03-10 12:56:40,23,M,1
4068,2015-03-10 12:56:40,28,M,1
4069,2015-03-10 13:04:35,22,M,1
4070,2015-03-10 13:09:33,2,S,1
4070,2015-03-10 13:09:33,5,L,1
4071,2015-03-10 13:11:32,2,L,1
4072,2015-03-10 13:19:51,17,M,1
4072,2015-03-10 13:19:51,2,M,1
4072,2015-03-10 13:19:51,25,M,1
4072,2015-03-10 13:19:51,28,M,1
4073,2015-03-10 13:25:22,22,L,1
4073,2015-03-10 13:25:22,27,L,1
4073,2015-03-10 13:25:22,15,S,1
4074,2015-03-10 13:33:17,6,L,1
4075,2015-03-10 13:41:38,13,M,1
4076,2015-03-10 13:43:55,8,S,1
4076,2015-03-10 13:43:55,22,M,1
4077,2015-03-10 13:55:11,19,S,1
4077,2015-03-10 13:55:11,2,S,1
4077,2015-03-10 13:55:11,1,L,1
4077,2015-03-10 13:55:11,25,S,1
4077,2015-03-10 13:55:11,5,M,1
4077,2015-03-10 13:55:11,29,L,1
4077,2015-03-10 13:55:11,14,L,1
4077,2015-03-10 13:55:11,6,L,1
4077,2015-03-10 13:55:11,15,M,1
4078,2015-03-10 14:06:41,22,L,1
4078,2015-03-10 14:06:41,1,S,1
4078,2015-03-10 14:06:41,18,M,1
4078,2015-03-10 14:06:41,15,S,1
4079,2015-03-10 14:36:45,8,L,1
4080,2015-03-10 14:38:10,2,M,1
4080,2015-03-10 14:38:10,9,S,1
4081,2015-03-10 14:41:40,16,L,1
4082,2015-03-10 14:53:14,8,M,1
4082,2015-03-10 14:53:14,31,S,1
4083,2015-03-10 14:53:51,2,S,1
4083,2015-03-10 14:53:51,14,L,1
4083,2015-03-10 14:53:51,6,L,1
4084,2015-03-10 14:56:15,6,S,1
4085,2015-03-10 14:58:08,5,L,1
4086,2015-03-10 15:01:10,26,L,1
4086,2015-03-10 15:01:10,6,L,1
4087,2015-03-10 15:42:01,20,S,1
4087,2015-03-10 15:42:01,3,L,1
4087,2015-03-10 15:42:01,16,S,1
4088,2015-03-10 15:48:01,31,S,1
4088,2015-03-10 15:48:01,9,L,1
4089,2015-03-10 16:04:11,32,S,1
4089,2015-03-10 16:04:11,22,L,1
4089,2015-03-10 16:04:11,4,M,1
4089,2015-03-10 16:04:11,13,L,1
4090,2015-03-10 16:43:06,17,M,1
4090,2015-03-10 16:43:06,16,M,1
4091,2015-03-10 16:43:37,11,S,1
4091,2015-03-10 16:43:37,6,L,1
4092,2015-03-10 16:49:23,22,L,1
4092,2015-03-10 16:49:23,11,M,1
4093,2015-03-10 17:11:16,2,S,1
4093,2015-03-10 17:11:16,3,L,1
4093,2015-03-10 17:11:16,7,S,1
4093,2015-03-10 17:11:16,13,L,1
4094,2015-03-10 17:13:54,20,S,1
4095,2015-03-10 17:22:03,26,S,1
4096,2015-03-10 17:44:06,10,L,1
4097,2015-03-10 17:57:38,19,L,1
4097,2015-03-10 17:57:38,1,L,1
4097,2015-03-10 17:57:38,5,L,1
4097,2015-03-10 17:57:38,31,S,1
4098,2015-03-10 18:20:47,1,S,1
4098,2015-03-10 18:20:47,13,L,1
4099,2015-03-10 18:21:25,32,S,1
4099,2015-03-10 18:21:25,11,M,1
4100,2015-03-10 18:30:06,1,L,1
4101,2015-03-10 18:42:29,12,L,1
4102,2015-03-10 18:45:32,20,S,1
4102,2015-03-10 18:45:32,19,L,1
4103,2015-03-10 19:10:04,20,S,1
4103,2015-03-10 19:10:04,18,S,1
4103,2015-03-10 19:10:04,29,L,1
4103,2015-03-10 19:10:04,13,S,1
4104,2015-03-10 19:14:28,16,L,1
4105,2015-03-10 19:30:41,8,M,1
4105,2015-03-10 19:30:41,12,L,1
4105,2015-03-10 19:30:41,5,M,1
4105,2015-03-10 19:30:41,15,S,1
4106,2015-03-10 20:08:25,20,S,1
4106,2015-03-10 20:08:25,23,L,1
4107,2015-03-10 20:17:32,4,L,1
4107,2015-03-10 20:17:32,31,S,1
4108,2015-03-10 20:20:38,8,L,1
4108,2015-03-10 20:20:38,22,M,1
4108,2015-03-10 20:20:38,5,M,1
4108,2015-03-10 20:20:38,13,L,1
4109,2015-03-10 20:45:34,17,L,1
4109,2015-03-10 20:45:34,12,L,1
4109,2015-03-10 20:45:34,25,M,1
4109,2015-03-10 20:45:34,29,M,1
4110,2015-03-10 20:55:20,22,L,1
4110,2015-03-10 20:55:20,12,L,1
4110,2015-03-10 20:55:20,4,S,1
4110,2015-03-10 20:55:20,6,L,1
4111,2015-03-10 21:05:08,22,L,1
4111,2015-03-10 21:05:08,11,S,1
4112,2015-03-10 21:23:19,20,S,1
4112,2015-03-10 21:23:19,19,M,1
4112,2015-03-10 21:23:19,6,L,1
4113,2015-03-10 22:13:47,13,L,1
4114,2015-03-10 22:18:08,29,L,1
4115,2015-03-11 12:01:41,15,L,1
4116,2015-03-11 12:02:01,6,S,1
4117,2015-03-11 12:06:00,16,L,1
4118,2015-03-11 12:10:49,27,L,1
4119,2015-03-11 12:17:41,23,L,1
4120,2015-03-11 12:31:01,23,S,1
4120,2015-03-11 12:31:01,31,L,1
4121,2015-03-11 12:37:36,32,S,1
4121,2015-03-11 12:37:36,3,L,1
4121,2015-03-11 12:37:36,1,L,1
4121,2015-03-11 12:37:36,25,M,1
4122,2015-03-11 12:44:34,26,M,1
4122,2015-03-11 12:44:34,16,M,1
4122,2015-03-11 12:44:34,15,L,1
4123,2015-03-11 12:53:38,20,S,2
4123,2015-03-11 12:53:38,24,M,1
4123,2015-03-11 12:53:38,17,L,1
4123,2015-03-11 12:53:38,30,L,1
4123,2015-03-11 12:53:38,3,L,1
4123,2015-03-11 12:53:38,11,M,1
4123,2015-03-11 12:53:38,1,S,1
4123,2015-03-11 12:53:38,4,M,1
4123,2015-03-11 12:53:38,5,M,1
4123,2015-03-11 12:53:38,6,L,1
4123,2015-03-11 12:53:38,9,S,1
4124,2015-03-11 12:54:05,3,L,1
4124,2015-03-11 12:54:05,18,M,1
4124,2015-03-11 12:54:05,28,S,1
4124,2015-03-11 12:54:05,6,M,1
4125,2015-03-11 13:00:09,8,S,1
4126,2015-03-11 13:07:26,29,S,1
4127,2015-03-11 13:09:51,6,L,1
4128,2015-03-11 13:20:46,16,S,1
4129,2015-03-11 13:21:18,3,L,1
4130,2015-03-11 13:22:05,24,L,1
4130,2015-03-11 13:22:05,17,L,1
4130,2015-03-11 13:22:05,16,M,1
4131,2015-03-11 13:45:13,8,M,1
4131,2015-03-11 13:45:13,8,S,1
4131,2015-03-11 13:45:13,2,M,1
4131,2015-03-11 13:45:13,26,S,1
4131,2015-03-11 13:45:13,5,M,1
4131,2015-03-11 13:45:13,18,M,1
4131,2015-03-11 13:45:13,15,L,1
4132,2015-03-11 13:49:46,11,S,1
4132,2015-03-11 13:49:46,5,L,1
4132,2015-03-11 13:49:46,16,S,1
4132,2015-03-11 13:49:46,10,S,1
4133,2015-03-11 14:05:09,16,L,1
4134,2015-03-11 14:23:53,22,L,1
4134,2015-03-11 14:23:53,12,L,1
4135,2015-03-11 14:25:34,17,L,1
4135,2015-03-11 14:25:34,6,L,1
4136,2015-03-11 14:33:24,2,S,1
4136,2015-03-11 14:33:24,7,S,1
4136,2015-03-11 14:33:24,29,M,1
4136,2015-03-11 14:33:24,9,XL,1
4136,2015-03-11 14:33:24,15,S,1
4137,2015-03-11 14:33:39,28,S,1
4138,2015-03-11 14:39:14,31,S,1
4138,2015-03-11 14:39:14,14,M,1
4139,2015-03-11 14:39:27,22,L,1
4140,2015-03-11 15:01:55,18,M,1
4141,2015-03-11 15:22:38,4,M,1
4142,2015-03-11 15:36:22,7,M,1
4142,2015-03-11 15:36:22,10,M,1
4143,2015-03-11 15:39:09,6,S,1
4144,2015-03-11 16:20:07,20,S,1
4144,2015-03-11 16:20:07,9,XL,1
4145,2015-03-11 16:23:58,5,L,1
4145,2015-03-11 16:23:58,21,S,1
4145,2015-03-11 16:23:58,28,M,1
4145,2015-03-11 16:23:58,6,L,1
4146,2015-03-11 16:25:58,5,S,1
4147,2015-03-11 16:37:46,12,L,1
4147,2015-03-11 16:37:46,27,L,1
4147,2015-03-11 16:37:46,13,L,2
4148,2015-03-11 16:40:21,6,S,1
4149,2015-03-11 16:43:33,17,M,1
4149,2015-03-11 16:43:33,3,L,1
4150,2015-03-11 16:45:38,32,S,1
4150,2015-03-11 16:45:38,26,L,1
4150,2015-03-11 16:45:38,29,L,1
4150,2015-03-11 16:45:38,13,S,1
4151,2015-03-11 16:49:53,21,S,1
4151,2015-03-11 16:49:53,28,L,1
4152,2015-03-11 16:51:16,1,L,1
4152,2015-03-11 16:51:16,25,L,1
4153,2015-03-11 17:08:05,16,L,1
4153,2015-03-11 17:08:05,6,S,1
4154,2015-03-11 17:11:37,30,L,1
4155,2015-03-11 17:12:58,3,L,1
4155,2015-03-11 17:12:58,1,S,1
4155,2015-03-11 17:12:58,16,M,1
4156,2015-03-11 17:18:27,17,M,1
4157,2015-03-11 17:29:31,1,L,1
4158,2015-03-11 17:33:30,24,M,1
4158,2015-03-11 17:33:30,5,M,1
4159,2015-03-11 17:37:24,15,S,1
4160,2015-03-11 18:17:39,16,M,1
4160,2015-03-11 18:17:39,6,L,1
4161,2015-03-11 18:24:12,17,M,1
4161,2015-03-11 18:24:12,3,L,1
4161,2015-03-11 18:24:12,14,M,1
4162,2015-03-11 18:27:59,20,S,1
4162,2015-03-11 18:27:59,22,M,1
4162,2015-03-11 18:27:59,18,S,1
4163,2015-03-11 18:28:15,2,S,1
4164,2015-03-11 18:33:24,22,M,1
4165,2015-03-11 18:39:21,27,M,1
4165,2015-03-11 18:39:21,7,M,1
4166,2015-03-11 18:44:57,3,L,1
4166,2015-03-11 18:44:57,22,M,1
4166,2015-03-11 18:44:57,16,M,1
4166,2015-03-11 18:44:57,13,M,1
4167,2015-03-11 18:46:52,20,S,1
4167,2015-03-11 18:46:52,30,M,1
4167,2015-03-11 18:46:52,16,L,1
4167,2015-03-11 18:46:52,15,S,1
4168,2015-03-11 19:25:05,17,M,1
4168,2015-03-11 19:25:05,23,S,1
4169,2015-03-11 19:52:29,17,L,1
4170,2015-03-11 20:01:57,8,L,1
4170,2015-03-11 20:01:57,20,S,1
4170,2015-03-11 20:01:57,28,M,1
4171,2015-03-11 21:35:22,15,M,1
4172,2015-03-11 21:49:42,22,M,1
4173,2015-03-11 22:03:13,2,M,1
4173,2015-03-11 22:03:13,14,S,1
4174,2015-03-11 22:22:00,11,S,1
4175,2015-03-11 22:27:17,11,M,1
4176,2015-03-11 22:28:40,26,L,1
4177,2015-03-12 11:26:04,24,S,1
4177,2015-03-12 11:26:04,5,M,1
4177,2015-03-12 11:26:04,31,M,1
4177,2015-03-12 11:26:04,18,S,1
4178,2015-03-12 11:37:02,17,L,2
4178,2015-03-12 11:37:02,31,S,1
4179,2015-03-12 11:56:55,7,L,1
4180,2015-03-12 12:00:07,1,M,1
4180,2015-03-12 12:00:07,27,S,1
4181,2015-03-12 12:08:19,8,L,1
4182,2015-03-12 12:13:53,17,M,1
4182,2015-03-12 12:13:53,5,M,1
4182,2015-03-12 12:13:53,13,L,1
4183,2015-03-12 12:18:35,18,M,1
4184,2015-03-12 12:19:43,22,M,1
4184,2015-03-12 12:19:43,23,L,1
4184,2015-03-12 12:19:43,27,L,1
4184,2015-03-12 12:19:43,7,L,1
4184,2015-03-12 12:19:43,7,M,1
4185,2015-03-12 12:34:53,24,L,1
4186,2015-03-12 12:38:05,8,S,1
4186,2015-03-12 12:38:05,32,S,1
4186,2015-03-12 12:38:05,17,M,1
4186,2015-03-12 12:38:05,11,M,2
4186,2015-03-12 12:38:05,12,L,1
4186,2015-03-12 12:38:05,4,M,1
4186,2015-03-12 12:38:05,25,M,1
4186,2015-03-12 12:38:05,23,S,1
4186,2015-03-12 12:38:05,7,L,1
4186,2015-03-12 12:38:05,16,L,1
4186,2015-03-12 12:38:05,28,S,2
4186,2015-03-12 12:38:05,6,L,1
4187,2015-03-12 12:44:27,30,M,1
4188,2015-03-12 13:03:40,6,M,1
4189,2015-03-12 13:15:42,8,L,1
4189,2015-03-12 13:15:42,2,L,1
4189,2015-03-12 13:15:42,3,L,2
4189,2015-03-12 13:15:42,22,L,1
4189,2015-03-12 13:15:42,4,M,1
4190,2015-03-12 13:50:53,3,L,1
4191,2015-03-12 13:55:19,8,L,1
4192,2015-03-12 13:56:27,21,S,1
4192,2015-03-12 13:56:27,10,L,1
4193,2015-03-12 14:05:44,29,M,1
4194,2015-03-12 14:30:20,22,L,1
4194,2015-03-12 14:30:20,23,S,1
4194,2015-03-12 14:30:20,31,S,1
4195,2015-03-12 14:47:42,8,L,1
4195,2015-03-12 14:47:42,22,L,1
4195,2015-03-12 14:47:42,31,M,1
4195,2015-03-12 14:47:42,29,L,1
4196,2015-03-12 15:25:24,9,XL,1
4197,2015-03-12 15:37:29,4,L,1
4198,2015-03-12 15:38:35,28,M,1
4198,2015-03-12 15:38:35,15,M,1
4199,2015-03-12 15:47:43,22,L,1
4199,2015-03-12 15:47:43,5,M,1
4200,2015-03-12 15:48:08,22,L,1
4201,2015-03-12 15:50:03,29,L,1
4201,2015-03-12 15:50:03,28,L,1
4202,2015-03-12 15:51:32,20,S,1
4202,2015-03-12 15:51:32,24,M,1
4203,2015-03-12 16:06:48,24,M,1
4203,2015-03-12 16:06:48,1,L,1
4203,2015-03-12 16:06:48,1,S,1
4204,2015-03-12 16:10:28,18,M,1
4204,2015-03-12 16:10:28,10,M,1
4205,2015-03-12 16:23:53,32,S,1
4205,2015-03-12 16:23:53,31,M,1
4206,2015-03-12 16:28:16,24,M,1
4206,2015-03-12 16:28:16,17,L,1
4206,2015-03-12 16:28:16,25,M,1
4206,2015-03-12 16:28:16,15,S,1
4207,2015-03-12 16:39:49,22,L,1
4207,2015-03-12 16:39:49,31,S,1
4207,2015-03-12 16:39:49,7,L,1
4207,2015-03-12 16:39:49,7,M,1
4208,2015-03-12 17:00:06,19,S,1
4208,2015-03-12 17:00:06,11,S,1
4208,2015-03-12 17:00:06,13,S,1
4209,2015-03-12 17:06:27,19,S,1
4209,2015-03-12 17:06:27,15,L,1
4210,2015-03-12 17:14:55,17,S,1
4210,2015-03-12 17:14:55,4,S,1
4211,2015-03-12 17:34:27,8,L,1
4211,2015-03-12 17:34:27,32,S,1
4212,2015-03-12 17:44:49,32,S,1
4212,2015-03-12 17:44:49,14,S,1
4213,2015-03-12 18:08:25,22,L,1
4213,2015-03-12 18:08:25,31,M,1
4214,2015-03-12 18:09:43,8,L,1
4215,2015-03-12 18:21:31,22,M,1
4215,2015-03-12 18:21:31,4,M,1
4216,2015-03-12 18:23:38,20,S,1
4216,2015-03-12 18:23:38,31,S,1
4216,2015-03-12 18:23:38,16,M,1
4216,2015-03-12 18:23:38,6,L,1
4217,2015-03-12 18:28:33,22,L,1
4218,2015-03-12 18:29:17,14,L,1
4219,2015-03-12 18:45:21,8,S,1
4219,2015-03-12 18:45:21,7,M,1
4220,2015-03-12 18:55:05,26,L,1
4220,2015-03-12 18:55:05,29,S,1
4220,2015-03-12 18:55:05,15,L,1
4221,2015-03-12 19:07:06,2,L,1
4222,2015-03-12 19:11:01,4,L,1
4223,2015-03-12 19:39:15,15,S,1
4224,2015-03-12 20:19:32,2,M,1
4224,2015-03-12 20:19:32,3,L,1
4224,2015-03-12 20:19:32,7,M,1
4225,2015-03-12 20:30:07,23,M,1
4225,2015-03-12 20:30:07,23,S,1
4226,2015-03-12 20:58:53,22,L,1
4227,2015-03-12 22:03:24,31,S,1
4227,2015-03-12 22:03:24,14,S,1
4228,2015-03-13 11:21:11,20,S,1
4228,2015-03-13 11:21:11,19,L,1
4228,2015-03-13 11:21:11,2,M,1
4229,2015-03-13 11:26:40,29,S,1
4230,2015-03-13 12:03:46,29,M,1
4231,2015-03-13 12:11:55,12,M,1
4231,2015-03-13 12:11:55,16,L,1
4232,2015-03-13 12:22:05,20,S,1
4232,2015-03-13 12:22:05,2,M,1
4232,2015-03-13 12:22:05,1,L,1
4232,2015-03-13 12:22:05,1,S,1
4232,2015-03-13 12:22:05,12,S,1
4232,2015-03-13 12:22:05,18,L,1
4232,2015-03-13 12:22:05,18,M,1
4232,2015-03-13 12:22:05,27,M,1
4232,2015-03-13 12:22:05,29,M,1
4232,2015-03-13 12:22:05,29,S,2
4232,2015-03-13 12:22:05,9,S,1
4232,2015-03-13 12:22:05,9,XL,1
4233,2015-03-13 12:26:06,22,M,1
4233,2015-03-13 12:26:06,7,M,1
4233,2015-03-13 12:26:06,9,M,1
4234,2015-03-13 12:26:55,22,L,1
4234,2015-03-13 12:26:55,18,M,1
4235,2015-03-13 12:43:20,11,S,1
4235,2015-03-13 12:43:20,1,S,1
4235,2015-03-13 12:43:20,31,M,1
4235,2015-03-13 12:43:20,13,L,1
4235,2015-03-13 12:43:20,28,S,1
4236,2015-03-13 12:46:50,17,M,1
4236,2015-03-13 12:46:50,1,S,1
4236,2015-03-13 12:46:50,18,M,1
4237,2015-03-13 12:53:21,6,S,1
4238,2015-03-13 12:57:25,2,M,1
4238,2015-03-13 12:57:25,5,L,1
4238,2015-03-13 12:57:25,31,S,1
4238,2015-03-13 12:57:25,21,S,1
4239,2015-03-13 12:58:26,31,L,1
4240,2015-03-13 13:06:51,12,S,1
4240,2015-03-13 13:06:51,15,L,1
4241,2015-03-13 13:07:16,20,S,1
4241,2015-03-13 13:07:16,6,L,1
4242,2015-03-13 13:15:50,8,M,1
4243,2015-03-13 13:32:08,22,L,1
4244,2015-03-13 13:32:38,20,S,1
4244,2015-03-13 13:32:38,4,M,1
4244,2015-03-13 13:32:38,29,S,1
4245,2015-03-13 13:35:44,17,S,1
4245,2015-03-13 13:35:44,2,S,1
4245,2015-03-13 13:35:44,18,M,1
4245,2015-03-13 13:35:44,14,M,1
4246,2015-03-13 14:29:34,30,M,1
4247,2015-03-13 14:34:24,2,M,1
4247,2015-03-13 14:34:24,22,L,1
4247,2015-03-13 14:34:24,18,L,1
4247,2015-03-13 14:34:24,28,L,1
4248,2015-03-13 14:52:08,20,S,1
4248,2015-03-13 14:52:08,12,S,1
4249,2015-03-13 14:57:41,12,L,1
4249,2015-03-13 14:57:41,26,S,1
4250,2015-03-13 15:18:42,20,S,1
4250,2015-03-13 15:18:42,23,S,1
4251,2015-03-13 15:27:34,25,S,1
4251,2015-03-13 15:27:34,29,S,1
4251,2015-03-13 15:27:34,6,S,1
4252,2015-03-13 15:31:07,3,L,1
4253,2015-03-13 16:26:31,6,L,1
4253,2015-03-13 16:26:31,6,M,1
4254,2015-03-13 16:59:32,2,S,1
4254,2015-03-13 16:59:32,29,M,1
4254,2015-03-13 16:59:32,15,M,1
4255,2015-03-13 17:02:19,7,M,1
4256,2015-03-13 17:09:06,5,L,1
4256,2015-03-13 17:09:06,23,L,1
4257,2015-03-13 17:15:09,8,L,1
4257,2015-03-13 17:15:09,30,M,1
4257,2015-03-13 17:15:09,16,M,1
4258,2015-03-13 17:17:57,16,M,1
4259,2015-03-13 17:26:11,20,S,1
4259,2015-03-13 17:26:11,18,L,1
4260,2015-03-13 17:27:49,16,L,1
4260,2015-03-13 17:27:49,16,M,1
4261,2015-03-13 17:39:14,8,M,1
4261,2015-03-13 17:39:14,1,S,1
4261,2015-03-13 17:39:14,18,M,1
4261,2015-03-13 17:39:14,15,L,1
4262,2015-03-13 17:44:16,11,M,1
4263,2015-03-13 17:48:06,14,M,1
4263,2015-03-13 17:48:06,6,L,1
4263,2015-03-13 17:48:06,9,M,1
4264,2015-03-13 17:48:27,2,M,1
4264,2015-03-13 17:48:27,5,L,1
4264,2015-03-13 17:48:27,23,S,1
4264,2015-03-13 17:48:27,18,S,1
4265,2015-03-13 17:53:29,20,S,2
4265,2015-03-13 17:53:29,13,M,1
4266,2015-03-13 17:54:30,8,L,1
4266,2015-03-13 17:54:30,20,S,1
4266,2015-03-13 17:54:30,6,S,1
4267,2015-03-13 18:07:56,20,S,1
4267,2015-03-13 18:07:56,17,L,1
4267,2015-03-13 18:07:56,6,M,1
4268,2015-03-13 18:30:51,2,M,1
4269,2015-03-13 18:44:54,2,S,1
4269,2015-03-13 18:44:54,4,M,1
4269,2015-03-13 18:44:54,16,L,1
4269,2015-03-13 18:44:54,9,XL,1
4270,2015-03-13 18:48:09,5,L,1
4270,2015-03-13 18:48:09,31,M,1
4271,2015-03-13 18:53:59,20,S,1
4271,2015-03-13 18:53:59,32,S,1
4271,2015-03-13 18:53:59,6,M,1
4272,2015-03-13 19:00:06,7,M,1
4272,2015-03-13 19:00:06,10,M,1
4273,2015-03-13 19:13:52,5,L,2
4273,2015-03-13 19:13:52,31,L,1
4273,2015-03-13 19:13:52,18,M,1
4274,2015-03-13 19:24:05,22,L,1
4275,2015-03-13 19:25:15,19,M,1
4276,2015-03-13 19:26:19,12,M,1
4276,2015-03-13 19:26:19,4,M,1
4276,2015-03-13 19:26:19,25,L,1
4276,2015-03-13 19:26:19,28,S,1
4277,2015-03-13 19:28:56,4,S,1
4277,2015-03-13 19:28:56,25,M,1
4278,2015-03-13 19:32:04,8,M,1
4278,2015-03-13 19:32:04,6,L,1
4279,2015-03-13 19:35:26,21,M,1
4279,2015-03-13 19:35:26,15,M,1
4280,2015-03-13 19:43:02,5,M,1
4281,2015-03-13 19:48:52,29,S,1
4282,2015-03-13 19:48:59,26,L,1
4282,2015-03-13 19:48:59,6,L,1
4283,2015-03-13 20:00:35,22,M,1
4283,2015-03-13 20:00:35,1,M,1
4284,2015-03-13 20:01:36,8,S,1
4284,2015-03-13 20:01:36,6,L,1
4285,2015-03-13 20:07:36,2,M,1
4285,2015-03-13 20:07:36,12,L,1
4285,2015-03-13 20:07:36,27,M,1
4285,2015-03-13 20:07:36,14,S,1
4286,2015-03-13 20:09:22,14,L,1
4287,2015-03-13 20:22:24,20,S,1
4287,2015-03-13 20:22:24,1,M,1
4288,2015-03-13 20:33:21,20,S,1
4288,2015-03-13 20:33:21,25,L,1
4288,2015-03-13 20:33:21,14,S,1
4289,2015-03-13 20:47:26,3,L,1
4289,2015-03-13 20:47:26,4,M,1
4289,2015-03-13 20:47:26,16,L,1
4290,2015-03-13 20:51:32,18,M,1
4290,2015-03-13 20:51:32,13,M,1
4290,2015-03-13 20:51:32,28,L,1
4291,2015-03-13 20:59:18,11,S,1
4291,2015-03-13 20:59:18,9,S,1
4292,2015-03-13 21:02:53,18,M,1
4292,2015-03-13 21:02:53,28,S,1
4292,2015-03-13 21:02:53,6,S,1
4292,2015-03-13 21:02:53,9,XL,1
4293,2015-03-13 21:12:29,12,L,1
4294,2015-03-13 21:14:47,8,S,1
4294,2015-03-13 21:14:47,28,L,1
4295,2015-03-13 21:31:23,20,S,1
4295,2015-03-13 21:31:23,22,L,1
4295,2015-03-13 21:31:23,18,L,1
4295,2015-03-13 21:31:23,28,M,1
4296,2015-03-13 21:48:33,10,L,1
4297,2015-03-13 22:06:21,8,S,1
4297,2015-03-13 22:06:21,17,S,1
4297,2015-03-13 22:06:21,30,L,1
4297,2015-03-13 22:06:21,28,S,1
4298,2015-03-13 22:18:17,19,M,1
4298,2015-03-13 22:18:17,12,L,1
4299,2015-03-14 12:16:45,6,M,1
4300,2015-03-14 12:28:34,8,L,1
4300,2015-03-14 12:28:34,8,S,1
4300,2015-03-14 12:28:34,24,M,1
4301,2015-03-14 12:43:04,22,M,1
4301,2015-03-14 12:43:04,23,L,1
4302,2015-03-14 12:47:54,21,S,1
4303,2015-03-14 12:49:45,17,M,1
4303,2015-03-14 12:49:45,13,L,1
4304,2015-03-14 12:56:21,11,M,1
4305,2015-03-14 13:09:20,8,M,1
4305,2015-03-14 13:09:20,17,S,1
4305,2015-03-14 13:09:20,3,L,1
4305,2015-03-14 13:09:20,25,M,1
4305,2015-03-14 13:09:20,23,L,1
4305,2015-03-14 13:09:20,31,S,1
4305,2015-03-14 13:09:20,18,L,1
4305,2015-03-14 13:09:20,7,S,1
4305,2015-03-14 13:09:20,29,S,1
4305,2015-03-14 13:09:20,21,L,1
4305,2015-03-14 13:09:20,28,S,1
4305,2015-03-14 13:09:20,6,M,1
4305,2015-03-14 13:09:20,6,S,1
4305,2015-03-14 13:09:20,15,L,1
4306,2015-03-14 13:16:23,17,L,1
4306,2015-03-14 13:16:23,5,L,1
4306,2015-03-14 13:16:23,21,M,1
4306,2015-03-14 13:16:23,9,M,1
4307,2015-03-14 13:19:35,9,XXL,1
4308,2015-03-14 13:24:46,11,S,1
4308,2015-03-14 13:24:46,5,S,1
4309,2015-03-14 13:46:13,22,L,1
4310,2015-03-14 13:47:57,1,L,1
4310,2015-03-14 13:47:57,23,S,1
4310,2015-03-14 13:47:57,16,M,1
4310,2015-03-14 13:47:57,13,L,1
4311,2015-03-14 14:12:12,4,M,1
4311,2015-03-14 14:12:12,5,L,1
4311,2015-03-14 14:12:12,6,L,1
4312,2015-03-14 14:29:59,17,S,1
4313,2015-03-14 14:34:28,27,S,1
4314,2015-03-14 14:37:47,31,L,1
